"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exang0","oldpeakslope","oldpeak0","slopethalach","slopethal","slope0","ca0","thalsex","thalexang","thal0","labelcp","labelthalach","labeloldpeak","labelca","labelthal","lp__"
"1",-0.0696857491754755,-0.725825730324017,0.233558251360154,0.568765654046933,-0.0286485983197701,1.12765377747132,1.01327774425618,0.00689159785205,-0.0253149973128597,5.23162135350689,-1.49172068946548,0.195416121342176,-0.553216676657183,-0.0688229446857083,0.0885454625458234,0.322117734193956,-2.10840265468973,1.15081080907726,0.132456833093878,1.28348745668359,0.266151058242578,-0.0973052324238839,0.844977892358319,1.15325257623148,0.478207309761406,178969.066181244
"2",-0.0569959673618999,-0.745988294706739,0.223111822060439,0.562950369745712,-0.0395122320030599,1.16180371605844,1.11775157774116,0.00684606098191669,-0.0272336452835614,5.2563426120809,-1.48987820098186,0.12694202030777,-0.545507895041549,-0.0701941302843922,0.0903549491159057,0.430495418949163,-2.01988517402355,1.14589265220613,0.162750243719304,1.38661103135887,0.18313492554171,-0.0691945966243668,0.869745969752523,1.11556903403626,0.234349921427949,178967.977394007
"3",-0.0452536048013287,-0.682457213215148,0.20974762360862,0.571458143774058,-0.0242754202649143,1.22020135414929,1.1150609819444,0.00644679650542323,-0.030072193629804,5.21885013030584,-1.48343414373854,0.214228900357499,-0.549377303662736,-0.0709065667312004,0.0504190925707015,0.247899810883987,-2.00734491229003,1.14318362218722,0.201844913091632,1.37222136434628,0.156580456089816,-0.0712225347625799,0.850751293808646,1.20778497560992,0.352516831931244,178968.408883283
"4",-0.0485704337368214,-0.720839232143765,0.213436198559756,0.584393846726282,-0.0301634514185954,1.28787964902948,1.05843171725909,0.00640446403049842,-0.0310164645779753,5.23424285653799,-1.48170629749867,0.191021104575936,-0.510836258422211,-0.0684624896306474,0.00914035825492354,0.383448107824921,-2.06494391977836,1.1389863433177,0.159419645949995,1.38512697387732,0.249291203472684,-0.0890539243558193,0.851912804396097,1.34777475373944,0.442211100357624,178969.645425324
"5",-0.0244090038863636,-0.751804141823608,0.238206959677261,0.594921481698666,-0.0300401918275988,1.30009259861465,1.058321666314,0.00656369092777195,-0.0322720418917582,5.23611508254937,-1.48381942450749,0.149799359174833,-0.498208444522742,-0.0663016218580418,0.106931136954131,0.25126694383582,-2.14842381656335,1.12420266536294,0.207879313696235,1.2955839625968,0.240054611176787,-0.0886215959120167,0.935953907966542,1.33903740978078,0.270662147813183,178972.765369414
"6",-0.00505089140668996,-0.748655438279748,0.27012022128355,0.586887254304809,-0.0317880129396708,1.28230264300276,1.13035415245109,0.00662504637119329,-0.0301862210381322,5.24140715596109,-1.49164364726585,0.0725855129842563,-0.523491857082985,-0.0721311853823098,0.0989074407588933,0.398365941880665,-2.22613410553699,1.12726337224011,0.170645969429486,1.27094687225115,0.216223207932741,-0.0985414268070803,0.991892284165438,1.25604211707152,0.366380417347944,178970.870180996
"7",0.00603166124935772,-0.756772142025436,0.2850770556476,0.599954634714821,-0.0352231206442706,1.26110428600072,1.14896729788216,0.00633081359986868,-0.0301852486429049,5.23669664461914,-1.49861845533925,0.205975750218067,-0.528619459373225,-0.0675057381827615,0.143938599289015,0.289058672245219,-2.39719942525118,1.10236303015089,0.177062910420686,1.22897741825842,0.250130650573495,-0.0628478403982721,0.945350185813711,1.09915141702977,0.330141654635343,178973.597261276
"8",0.0382033497504646,-0.73630380803025,0.326283402367267,0.61581338090523,-0.027323801437802,1.25380419623349,1.02924117289141,0.00623252395551789,-0.0340507237005013,5.21617786233615,-1.50973586052967,0.198940072851233,-0.52211432462728,-0.0546810197609091,0.159575316717345,0.242539707174627,-2.42519288027591,1.10527167607912,0.251803841611539,1.20926589306002,0.203819633005144,-0.113920998601691,0.983585817976676,0.926532214966196,0.308465370761587,178971.392204542
"9",0.0559472029751277,-0.718456756982318,0.306323918091426,0.605833091406069,-0.0215363470672972,1.29436017568757,1.09904363040614,0.00634651355139382,-0.0360871464688764,5.17983923672271,-1.51248118722208,0.117599106601841,-0.572910120366438,-0.0428974468172516,0.0281540640979945,0.38810366629002,-2.36229619450531,1.09380269562174,0.362495156584839,1.41019856189525,0.280061677736235,-0.118047662185308,1.08925413215631,1.01387007999755,0.422458052668181,178965.916329467
"10",0.0605528573469305,-0.70723540038427,0.302081688035525,0.603520111164098,-0.0414307591150566,1.2936030802317,1.02540116597624,0.00636662608603368,-0.0350171152952289,5.2829633898144,-1.51231294256809,0.217189482973563,-0.57382551252908,-0.0794708965945278,0.00134303521844448,0.264930381248358,-2.35292483484785,1.09338793334631,0.355882003774737,1.4194266653548,0.25381305012392,-0.0500182214689864,1.06290947019023,1.026614575611,0.372185756485328,178968.648002883
"11",0.0449282766766966,-0.756016372485058,0.285711561762372,0.603843310789271,-0.0299978553414735,1.32071608487181,1.0628379825267,0.0064378720255807,-0.0357114724352776,5.24856563575332,-1.51008927396958,0.184267662478178,-0.536828031460841,-0.0836881074997507,0.0409639603298272,0.33169144831347,-2.3567051376709,1.09043770988938,0.35663487929311,1.36678963368045,0.148605805257783,-0.0492315085691836,1.11822077955973,1.16096269136811,0.442478673717622,178966.47656162
"12",0.0837541627270073,-0.736554161864303,0.299278793040755,0.611611536556056,-0.0462530696155455,1.32537495316469,1.06622387016375,0.00640169142156943,-0.0402557757081984,5.30432100240275,-1.50323868526005,0.158430519270096,-0.52959896711129,-0.0839611379280716,0.0605533001544796,0.399074870113404,-2.40982950106738,1.08698711521166,0.363591199825187,1.3134915090617,0.224463766471828,-0.0586019848363596,1.13317017017179,1.08587544567064,0.359963336976583,178967.841891913
