"","sex0","agesex","ageca","age0","cpthalach","cpexang","cp0","thalachage","thalachexang","thalach0","exangthal","exang0","oldpeakslope","oldpeaklabel","slopethalach","slope0","ca0","thalsex","thal0","labelcp","labelthalach","labelexang","labelca","labelthal","label0","lp__"
"1",-0.454989951928595,-0.221710841038915,0.384741846883881,2.13698148445141,-0.0295336653140217,0.96640353414376,1.06065707429073,-0.0032683089629676,-0.0295182834667459,5.25700399822179,0.102284418793373,0.101407858633584,0.124282836375851,1.16636535296071,-0.0768776195249234,0.351546847951974,-2.92347003429757,0.530467039104576,1.40712725403001,0.186546116509155,-0.0931141420625098,0.569956819962431,1.11081380180695,0.348166937529591,-1.85718263243912,179131.750202593
"2",1.2560827139123,-0.551832194819374,0.238868055670906,1.86028455189638,-0.0305586741736296,1.01856916392136,1.08506701773532,-0.00143285969383427,-0.0244070270092584,5.22259267350905,0.202067118815297,-0.81566326894012,0.233609261921893,1.01296326031968,-0.0569203273125762,0.213759081023708,-2.15155064277874,0.545635975875814,1.39717402701711,0.267847161243663,-0.0743534509045444,0.536217981953463,1.27799278003731,0.313991843722237,-1.90775757663946,179129.515710797
"3",-0.090463949350697,-0.320647170118885,0.379997449766163,2.01758376729003,-0.0338173457309447,0.608382521438482,1.08749655116427,-0.00274977013659965,-0.0262108420376067,5.26671779282878,0.152528960798649,0.945646137174176,0.146281154497348,0.991786153687825,-0.0814793240817639,0.318844128417792,-2.726145241101,0.533717183113889,1.38796625298584,0.201418406529411,-0.0870490093149011,0.860149753675492,0.874525457600318,0.394146503690323,-1.98549785496188,179134.957587921
"4",0.144976423286943,-0.378457319284419,0.244580860593539,1.96710767445554,-0.0364250272140017,0.750175730572542,1.15584437216123,-0.00260115002724655,-0.0221550035230857,5.23807026887771,0.0331799562154005,-0.491725220894493,0.129616516638026,1.13534126000525,-0.0617688630749581,0.37834964530706,-2.2371021882991,0.539582819245449,1.39941514473454,0.126184284354618,-0.0800378331425062,0.921484608854242,1.29264580953284,0.391782016473996,-1.82997516824833,179131.101290752
"5",-0.0886720924059987,-0.371968162324992,0.358063210050899,1.90069909252195,-0.028609169026049,0.597154468406559,1.05171532151214,-0.00219252815109079,-0.0235649936336838,5.23896665510511,0.17270958581184,0.608540742457425,0.202334211709536,1.02777366387139,-0.0767646525496627,0.273433315830797,-2.72653865054789,0.570389591058762,1.47439960866239,0.247681199422262,-0.0869652468230949,0.67003583737364,1.11949620866967,0.233561509742628,-2.02520904194567,179132.706644139
"6",0.477756427379486,-0.35021522011628,0.286306026878098,1.86754100290538,-0.0326790941002679,0.926229472242667,1.11184239740175,-0.00189176015607465,-0.0274632958823912,5.21959429261391,0.135802954481179,-0.0327485630469213,0.188248200718581,1.26203731313784,-0.0551041916557596,0.338744665230924,-2.25636377014702,0.436710964416885,1.37924702623825,0.25384837613145,-0.0874752113932708,0.792982927923831,0.934434885179435,0.350381127748844,-1.88814160163519,179134.083775067
"7",0.194107286660232,-0.310878120628403,0.349247916581036,1.8949900028815,-0.0253367982111972,0.881932344776582,1.04587384273596,-0.00172060215227316,-0.0111339386985866,5.23558358862014,0.135699062869607,-2.14989404383345,0.12059970456318,0.765662916270847,-0.0772439866193427,0.347557797047379,-2.62845175204481,0.486367234914342,1.41033606549382,0.231169063763205,-0.105210763542583,0.570344183372261,1.14078889247799,0.34799037173067,-1.72914564888416,179128.020035838
"8",0.106909393595659,-0.268128832728917,0.381436716946571,1.98946000685338,-0.0385567897559108,0.664109187192957,1.02683184059417,-0.00249687592217058,-0.0302929353995983,5.2366319091727,0.111955533425347,1.15111946268705,0.219223681461272,1.11397850866466,-0.0557620178860327,0.304941099386009,-2.72346587624296,0.456829797907001,1.47433677596468,0.407019631940589,-0.0748034781147739,0.863817915032026,1.19530867660164,0.204736239078162,-1.66557375650059,179125.214218641
"9",0.683250150414138,-0.298828371874783,0.347388336036254,2.03345307670556,-0.0385061894402718,0.609245513522316,1.02943268125799,-0.00290089942722539,-0.028932382095713,5.26801649392965,0.141205500384328,1.31055359581014,0.198103612820037,1.20796472784367,-0.0710556065562117,0.264645123435207,-2.61021763024139,0.396949380448165,1.42431082235769,0.357433029519949,-0.101674204303299,0.861831605625228,1.22686134765714,0.279031187334523,-1.93086324081534,179129.540984288
"10",0.400480767027884,-0.556015159970743,0.41008832568209,1.96741206537078,-0.0234853946393657,0.903637468671637,1.13442947998003,-0.00239442880059225,-0.0235976653199495,5.20576499649619,0.107235260811124,-0.596942825483856,0.188601821680872,1.06194943814215,-0.0646918069984603,0.318442221943171,-2.98869399326362,0.708024963278901,1.41508976047365,0.16963429039903,-0.0683710876639279,0.617159628049755,0.946278168901452,0.364677383347762,-1.67971616115019,179129.487788736
